中国 - Big B Radio 中文流行	http://cpop.bigbradio.net/s	0
中国 - CRI 怀旧金曲频道	https://lhttp.qingting.fm/live/5022038/64k.mp3	0
中国 - Asia FM	https://lhttp.qingting.fm/live/5022405/64k.mp3	0
中国 - Asia FM 亚洲经典台	https://lhttp.qingting.fm/live/5021912/64k.mp3	0
中国 - 清晨音乐台	http://lhttp.qingting.fm/live/4915/64k.mp3	0
中国 - 北京好音乐广播	https://lhttp.qingting.fm/live/5021381/64k.mp3	0
中国 - 上海东广新闻台	http://lhttp.qingting.fm/live/275/64k.mp3	0
中国 - 上海经典947音乐广播	http://lhttp.qingting.fm/live/267/64k.mp3	0
中国 - 上海动感101音乐广播	http://lhttp.qingting.fm/live/274/64k.mp3	0
中国 - 石家庄音乐广播	https://lhttp.qingting.fm/live/1654/64k.mp3	0
中国 - 哈尔滨音乐广播	https://lhttp.qingting.fm/live/839/64k.mp3	0
中国 - 苏州音乐广播	https://lhttp.qingting.fm/live/2803/64k.mp3	0
中国 - 杭州动听968	http://lhttp.qingting.fm/live/4866/64k.mp3	0
中国 - 湖南摩登音乐台 FM97.5	http://lhttp.qingting.fm/live/4980/64k.mp3	0
中国 - 郑州怀旧好声音	https://lhttp.qingting.fm/live/1223/64k.mp3	0
中国 - 武汉音乐广播	https://lhttp.qingting.fm/live/1297/64k.mp3	0
中国 - 新疆故事广播	https://lhttp.qingting.fm/live/1911/64k.mp3	0
中国 - 新疆音乐广播 MyFM103.9	https://lhttp.qingting.fm/live/4029/64k.mp3	0
中国 - 陕西青春广播 FM105.5	http://radio.sxtvs.com/radio/kids.mp3	0
中国 - 天津静海综合交通广播	http://starfish.bj.aliyun.001.qingting.fm:8000/jingdianFM1008	0
中国 - CNR 中国之声	http://ngcdn001.cnr.cn/live/zgzs/index.m3u8	0
中国 - CNR 经济之声	http://ngcdn002.cnr.cn/live/jjzs/index.m3u8	0
中国 - CNR 音乐之声	http://ngcdn003.cnr.cn/live/yyzs/index.m3u8	0
中国 - CNR 经典音乐广播	http://ngcdn004.cnr.cn/live/dszs/index.m3u8	0
中国 - CNR 文艺之声	http://ngcdn010.cnr.cn/live/wyzs/index.m3u8	0
中国 - CNR 阅读之声	http://ngcdn014.cnr.cn/live/ylgb/index.m3u8	0
中国 - CNR 中国乡村之声	http://ngcdn017.cnr.cn/live/xczs/index.m3u8	0
中国 - CNR 中国交通广播	http://ngcdn016.cnr.cn/live/gsgljtgb/index.m3u8	0
中国 - CRI 环球资讯广播	https://satellitepull.cnr.cn/live/wxhqzx01/playlist.m3u8	0
中国 - CRI 华语环球广播	http://sk.cri.cn/hyhq.m3u8	0
中国 - CRI 轻松调频 EZFM	https://sk.cri.cn/915.m3u8	0
中国 - CRI Hit FM 北京 FM88.7	https://sk.cri.cn/887.m3u8	0
中国 - CRI 南海之声	http://sk.cri.cn/nhzs.m3u8	0
中国 - 河南新闻广播	https://stream.hndt.com/live/xinwen/playlist.m3u8	0
中国 - 河南经济广播	https://stream.hndt.com/live/jingji/playlist.m3u8	0
中国 - 河南交通广播	https://stream.hndt.com/live/jiaotong/playlist.m3u8	0
中国 - 河南音乐广播	https://stream.hndt.com/live/yinyue/playlist.m3u8	0
中国 - 河南戏曲广播	https://stream.hndt.com/live/yule/playlist.m3u8	0
台灣 - ICRT	https://live.leanstream.co/ICRTFM-MP3	0
台灣 - Beam FM Adult Hits	https://ice1.streeemer.com:8020/radio.mp3	0
台灣 - Beam FM Taiwan	https://ice1.streeemer.com:8030/radio.mp3	0
台灣 - 栗子輕音樂 Lize Radio	http://lizeradio.com:8080/&type=mp3	0
台灣 - 飛特網路電台 Phate	https://stream.phate.io/phateio.ogg	0
台灣 - 寶島新聲 FM98.5	http://125.227.87.206:8000/FM98.5	0
台灣 - 輔大之聲 FM88.5	http://140.136.115.115:8000/fjuvoice885.mp3	0
台灣 - 國立教育廣播電臺 彰化	https://cast.ner.gov.tw/4	0
台灣 - 領袖電台 FM93.7	https://stream.rcs.revma.com/hpeqh9mkc6hvv	0
台灣 - 飛揚調頻 FM89.5	https://stream.rcs.revma.com/e0tdah74hv8uv	0
台灣 - 中廣音樂網 i Radio FM96.3	https://stream.rcs.revma.com/ndk05tyy2tzuv	0
台灣 - 鳳鳴廣播電台 FM98.1	https://am1161.ddns.net:9005/stream.ogg	0
台灣 - 全國廣播 MRadio	http://stream.rcs.revma.com/044q61ha7a0uv	0
台灣 - 大愛網路電台	http://38.96.148.28:8156/stream	0
台灣 - 主人電台 FM96.9	http://stream.superfm99-1.com.tw:8556	0
台灣 - 花蓮希望之聲 FM90.5	http://61.216.107.175:8081/	0
台灣 - 大樹下廣播電台 FM90.5	http://61.216.152.235:8000/FM905	0
台灣 - 南投廣播 FM99.7	http://fm971.cityfm.tw:8080/971.mp3	0
台灣 - 花園廣播電台 FM88.7	http://43.254.16.40:8000/CH.FM88.7	0
台灣 - Asia FM 亞洲電台 FM92.7	https://stream.rcs.revma.com/xpgtqc74hv8uv	0
台灣 - 古典音樂台 FM97.7	http://onair.family977.com.tw:8000/live.mp3	0
台灣 - 神農廣播 FM99.5	https://stream.rcs.revma.com/uyaghqmdm3hvv	0
台灣 - 國立教育廣播電臺 花蓮	https://cast.ner.gov.tw/8	0
台灣 - Hi Radio FM98.7	https://stream.rcs.revma.com/m5vcf26np7zuv	0
台灣 - 北台灣之聲 FM107.1	http://211.72.65.62:8080/	0
台灣 - 城市廣播 FM90.1	http://fm901.cityfm.tw:8080/901.mp3	0
台灣 - 國立教育廣播電臺 高雄	https://cast.ner.gov.tw/5	0
台灣 - 政大之聲 FM88.7	http://140.119.169.241:8000/ade.taiwan.ogg	0
台灣 - 大千電台 FM99.1	http://125.227.87.206:8000/FM99.1	0
台灣 - IC之音 FM97.5	https://stream.rcs.revma.com/7mnq8rt7k5zuv	0
台灣 - 國立教育廣播電臺 臺中	https://cast.ner.gov.tw/3	0
台灣 - Asia FM 亞太電台 FM92.3	https://stream.rcs.revma.com/kydend74hv8uv	0
台灣 - 國際廣播電台 FM101.1	http://211.72.65.61:8080/	0
台灣 - 歡喜之聲 FM105.5	http://59.125.41.65:8081/	0
台灣 - 中廣新聞網	https://stream.rcs.revma.com/78fm9wyy2tzuv	0
台灣 - 飛碟電台 FM92.1	https://stream.rcs.revma.com/em90w4aeewzuv	0
台灣 - 環球廣播 FM107.1	http://60.248.53.115:8081/	0
台灣 - 1766 私房音樂	http://livestream.1766.today:1769/live1.mp3	0
台灣 - 1766 百家知識	http://livestream.1766.today:1768/live1.mp3	0
